purchase_id,customer_id,vendor_id,unit_id,product_id,date,quantity,discount,store_type,payment_method
8024,152,3,3,35,2018-02-10,7,,loja fisica,pix
8025,134,18,5,39,2020-09-14,4,,loja web,crédito
8026,331,1,1,45,2020-02-29,5,,loja fisica,pix
8027,268,16,6,12,2022-11-28,3,,loja fisica,crédito
8028,201,19,7,7,2018-08-13,1,,loja fisica,crédito
8029,277,2,4,37,2018-09-15,4,,loja web,pix
8030,427,6,2,41,2021-11-10,4,,loja fisica,dinheiro
8031,335,11,6,46,2018-03-17,4,,loja web,débito
8032,447,16,5,46,2020-09-14,5,,loja fisica,crédito
8033,499,19,3,37,2022-05-03,10,,loja fisica,débito
8034,172,11,1,31,2022-04-15,6,,loja fisica,dinheiro
8035,372,6,3,3,2020-06-03,8,,loja web,débito
8036,281,2,9,48,2023-05-28,3,,loja web,pix
8037,51,5,10,40,2023-03-03,10,,loja web,débito
8038,294,19,1,34,2019-11-01,9,,loja fisica,débito
8039,78,8,5,12,2018-01-15,10,,loja fisica,pix
8040,295,10,7,19,2018-01-17,3,,loja web,débito
8041,409,4,7,18,2018-07-19,10,,loja fisica,débito
8042,125,8,2,32,2021-07-12,2,,loja web,débito
8043,138,18,9,1,2020-02-01,5,,loja web,débito
8044,139,6,5,17,2020-01-30,6,,loja fisica,pix
8045,47,20,5,40,2022-05-16,1,,loja fisica,pix
8046,237,14,7,45,2020-01-05,7,,loja web,débito
8047,456,13,5,46,2023-08-24,3,,loja web,dinheiro
8048,170,1,2,26,2022-04-23,3,,loja web,dinheiro
8049,366,4,3,40,2020-05-26,6,,loja web,crédito
8050,394,1,4,41,2020-10-01,4,farmabr15,loja fisica,crédito
8051,20,12,8,13,2020-06-03,4,,loja fisica,débito
8052,375,12,5,1,2020-03-01,3,,loja web,dinheiro
8053,291,12,6,42,2022-12-13,10,,loja web,pix
8054,23,13,6,45,2022-02-02,6,,loja fisica,débito
8055,7,8,4,18,2022-10-15,1,,loja web,débito
8056,98,9,3,5,2021-11-26,10,,loja fisica,dinheiro
8057,26,20,1,6,2019-06-04,1,,loja fisica,crédito
8058,352,2,5,36,2020-10-20,6,,loja fisica,débito
8059,424,2,8,25,2020-01-03,9,,loja fisica,débito
8060,206,15,5,4,2019-07-09,5,,loja web,débito
8061,195,16,1,30,2018-11-29,3,,loja fisica,dinheiro
8062,35,18,5,14,2019-11-30,6,,loja web,débito
8063,135,18,7,4,2020-04-19,7,,loja web,dinheiro
8064,197,18,9,48,2022-10-13,8,,loja web,pix
8065,249,15,4,30,2018-05-09,5,,loja fisica,pix
8066,441,10,3,44,2023-01-14,4,,loja fisica,crédito
8067,53,17,2,13,2019-01-05,9,,loja fisica,débito
8068,48,20,8,14,2022-03-13,10,,loja fisica,débito
8069,155,11,3,1,2020-01-08,4,,loja fisica,dinheiro
8070,410,13,1,31,2020-05-19,6,,loja web,débito
8071,216,6,3,16,2023-07-07,9,,loja fisica,pix
8072,86,17,5,47,2018-05-19,6,,loja fisica,pix
8073,317,1,2,18,2023-08-30,2,,loja fisica,dinheiro
8074,7,5,10,43,2018-09-19,6,,loja web,débito
8075,275,10,2,30,2023-06-17,6,,loja fisica,pix
8076,410,18,3,37,2019-02-05,6,farmabr10,loja fisica,crédito
8077,316,16,6,23,2023-04-14,1,,loja fisica,dinheiro
8078,306,15,10,48,2022-03-28,6,farmabr5,loja fisica,pix
8079,398,13,7,30,2022-01-11,7,,loja fisica,crédito
8080,476,16,2,28,2018-09-18,10,,loja fisica,crédito
8081,234,20,10,35,2022-12-05,8,,loja fisica,pix
8082,109,20,9,23,2023-04-24,3,,loja fisica,dinheiro
8083,234,9,8,20,2023-04-16,10,,loja web,crédito
8084,324,3,7,37,2018-08-11,9,,loja web,débito
8085,160,5,4,11,2019-10-03,4,farmabr5,loja fisica,pix
8086,86,10,5,28,2020-10-28,1,,loja fisica,crédito
8087,268,19,3,29,2022-04-10,7,,loja web,dinheiro
8088,22,10,5,19,2019-06-02,7,,loja fisica,pix
8089,275,16,8,46,2023-08-07,4,farmabr5,loja web,débito
8090,182,8,3,4,2019-03-23,5,,loja web,pix
8091,208,15,8,9,2021-04-02,7,,loja fisica,débito
8092,466,11,8,26,2020-01-28,2,,loja fisica,pix
8093,69,10,7,49,2022-02-28,3,,loja web,pix
8094,453,2,5,16,2019-12-20,9,,loja fisica,dinheiro
8095,478,18,2,9,2021-05-11,1,,loja web,débito
8096,198,11,6,41,2020-08-10,8,,loja web,pix
8097,486,5,3,19,2022-01-13,9,,loja fisica,crédito
8098,133,5,5,17,2019-11-21,4,,loja web,dinheiro
8099,135,18,7,28,2023-05-05,1,,loja web,dinheiro
8100,22,15,1,24,2018-12-30,10,,loja fisica,crédito
8101,132,3,6,32,2019-01-18,8,,loja web,crédito
8102,15,4,3,8,2019-01-22,8,,loja web,crédito
8103,277,16,8,40,2022-05-30,3,,loja web,débito
8104,379,1,8,44,2018-07-31,7,farmabr5,loja web,pix
8105,160,17,9,34,2020-11-06,1,,loja web,dinheiro
8106,166,5,8,46,2021-05-14,4,,loja fisica,pix
8107,207,17,7,25,2018-09-21,3,,loja web,crédito
8108,30,3,4,7,2020-11-21,8,,loja web,crédito
8109,460,19,8,36,2021-04-24,8,,loja web,pix
8110,105,5,4,31,2019-01-31,9,,loja web,débito
8111,159,20,2,21,2019-12-14,1,,loja web,dinheiro
8112,490,8,10,41,2022-03-15,8,,loja web,dinheiro
8113,130,14,6,42,2019-05-02,6,farmabr15,loja web,débito
8114,10,4,2,28,2022-09-28,6,,loja web,dinheiro
8115,489,10,9,33,2021-03-05,3,,loja fisica,dinheiro
8116,180,5,4,24,2019-08-17,2,,loja fisica,pix
8117,351,20,4,1,2020-05-24,2,,loja web,crédito
8118,260,3,10,12,2018-10-02,1,,loja fisica,débito
8119,157,7,5,47,2019-11-30,7,,loja fisica,pix
8120,467,16,5,1,2019-01-05,10,,loja fisica,crédito
8121,5,11,1,2,2022-03-25,1,farmabr5,loja web,dinheiro
8122,163,7,1,3,2020-08-15,4,,loja fisica,pix
8123,41,18,2,30,2020-12-11,4,,loja web,crédito
8124,322,6,4,12,2019-09-24,4,,loja fisica,crédito
8125,143,6,1,40,2021-06-12,5,,loja fisica,dinheiro
8126,89,19,1,2,2019-08-25,9,,loja fisica,dinheiro
8127,75,18,8,6,2019-11-06,3,,loja web,dinheiro
8128,109,9,10,42,2022-01-13,9,,loja fisica,pix
8129,314,20,1,28,2018-12-08,9,,loja fisica,pix
8130,471,2,3,20,2022-08-28,4,,loja fisica,dinheiro
8131,30,8,1,23,2022-05-07,6,,loja web,dinheiro
8132,89,18,10,5,2023-02-24,10,,loja web,pix
8133,167,17,4,17,2021-03-21,4,,loja fisica,pix
8134,163,9,3,22,2021-06-23,4,,loja fisica,dinheiro
8135,94,15,6,33,2018-06-23,8,,loja web,pix
8136,459,18,5,10,2023-08-17,1,,loja web,crédito
8137,377,19,3,28,2019-07-18,10,,loja web,dinheiro
8138,500,10,4,15,2019-01-07,1,,loja web,débito
8139,60,13,3,39,2019-08-13,3,,loja fisica,dinheiro
8140,300,19,10,36,2018-06-17,10,,loja web,dinheiro
8141,43,11,9,3,2019-04-07,3,,loja web,crédito
8142,393,15,8,26,2023-06-25,1,,loja fisica,crédito
8143,234,4,5,8,2019-08-16,6,farmabr15,loja web,dinheiro
8144,169,1,5,29,2019-08-25,2,,loja web,dinheiro
8145,106,16,7,8,2019-07-08,4,,loja fisica,débito
8146,86,15,9,41,2021-05-11,10,,loja web,dinheiro
8147,169,8,9,20,2021-06-08,3,,loja web,débito
8148,390,15,4,33,2020-02-27,2,,loja fisica,crédito
8149,174,4,5,10,2019-08-28,6,,loja web,dinheiro
8150,136,4,10,26,2022-06-09,10,,loja web,dinheiro
8151,295,6,4,42,2021-11-21,9,,loja web,pix
8152,377,13,8,31,2023-09-09,4,,loja fisica,dinheiro
8153,491,4,4,47,2021-02-06,7,,loja web,pix
8154,16,15,3,17,2021-07-08,7,,loja fisica,crédito
8155,253,18,8,19,2018-03-17,1,,loja web,pix
8156,435,18,10,47,2018-08-07,6,,loja fisica,dinheiro
8157,152,17,6,6,2021-12-09,9,,loja web,dinheiro
8158,224,6,10,6,2022-05-21,5,,loja fisica,pix
8159,242,6,8,34,2021-10-10,5,,loja fisica,pix
8160,69,15,5,41,2023-07-17,3,,loja fisica,crédito
8161,239,1,8,7,2019-07-19,8,,loja web,pix
8162,243,12,10,21,2021-02-24,3,farmabr5,loja fisica,pix
8163,379,2,9,12,2020-06-25,8,,loja web,pix
8164,32,14,7,5,2020-01-21,7,,loja fisica,débito
8165,353,20,3,24,2020-12-24,3,farmabr15,loja fisica,pix
8166,86,16,2,6,2018-12-07,1,,loja fisica,dinheiro
8167,385,15,1,15,2019-02-02,4,,loja web,dinheiro
8168,496,20,4,23,2018-07-04,7,,loja web,pix
8169,188,6,4,23,2020-07-18,4,,loja web,débito
8170,226,2,5,14,2020-05-25,4,,loja web,débito
8171,185,17,10,42,2020-02-25,2,,loja web,pix
8172,9,8,10,39,2019-11-19,1,,loja fisica,pix
8173,53,3,1,16,2020-09-15,4,,loja fisica,crédito
8174,67,4,1,11,2023-05-11,1,,loja web,dinheiro
8175,496,15,5,36,2023-02-26,3,,loja web,débito
8176,376,18,9,12,2023-06-08,7,,loja fisica,pix
8177,285,20,7,30,2020-05-26,5,,loja web,dinheiro
8178,192,15,7,20,2018-11-25,5,,loja web,débito
8179,254,12,5,39,2020-11-22,8,,loja fisica,débito
8180,161,7,3,16,2018-05-10,10,,loja web,débito
8181,241,18,7,30,2021-01-11,2,,loja fisica,débito
8182,64,4,1,24,2023-04-28,3,,loja web,débito
8183,382,6,1,8,2021-05-26,6,,loja fisica,crédito
8184,53,15,3,39,2020-03-01,10,,loja web,dinheiro
8185,449,13,7,43,2020-04-04,2,,loja fisica,pix
8186,123,14,1,23,2022-08-01,1,,loja fisica,pix
8187,352,20,9,31,2018-07-30,2,,loja fisica,débito
8188,114,6,7,23,2022-05-26,6,,loja fisica,pix
8189,255,5,1,49,2018-02-26,2,,loja fisica,pix
8190,60,18,3,23,2022-05-15,9,,loja web,débito
8191,135,11,4,44,2022-03-13,1,,loja fisica,débito
8192,325,13,8,7,2019-11-24,9,,loja fisica,débito
8193,208,7,2,42,2022-06-24,1,,loja web,crédito
8194,68,14,3,20,2019-02-24,2,,loja fisica,débito
8195,438,5,2,49,2021-11-21,9,,loja web,débito
8196,119,18,9,47,2018-08-10,10,,loja web,pix
8197,123,7,6,33,2022-02-15,4,,loja web,crédito
8198,179,20,3,7,2018-07-26,9,,loja web,crédito
8199,40,11,6,10,2022-06-21,2,,loja web,crédito
8200,3,20,8,2,2020-05-14,6,,loja web,crédito
8201,396,18,7,49,2023-03-04,9,,loja web,débito
8202,392,7,4,49,2018-08-01,8,,loja web,crédito
8203,127,16,8,10,2020-01-29,10,,loja fisica,pix
8204,142,12,2,21,2019-03-02,1,,loja web,débito
8205,329,1,2,46,2018-04-26,9,,loja web,crédito
8206,494,9,4,5,2019-07-11,4,,loja web,pix
8207,167,16,4,8,2021-08-18,4,,loja fisica,débito
8208,352,1,6,34,2022-04-09,7,,loja fisica,crédito
8209,86,10,1,47,2022-03-22,8,,loja web,débito
8210,240,7,9,47,2018-01-11,8,,loja fisica,pix
8211,95,15,8,34,2023-06-25,3,,loja web,crédito
8212,297,6,8,3,2023-03-10,9,,loja web,dinheiro
8213,21,10,8,38,2020-08-27,3,,loja web,débito
8214,323,4,9,13,2022-06-20,8,,loja fisica,débito
8215,45,7,2,15,2018-10-09,10,,loja web,pix
8216,231,5,1,11,2018-12-31,9,,loja web,pix
8217,219,10,3,35,2021-04-12,10,,loja fisica,crédito
8218,376,2,6,47,2021-01-04,6,,loja web,dinheiro
8219,193,20,7,22,2021-07-24,3,,loja fisica,débito
8220,37,12,9,12,2023-09-13,6,,loja fisica,crédito
8221,376,16,1,14,2022-11-13,6,,loja web,crédito
8222,353,17,1,8,2019-08-09,8,,loja web,dinheiro
8223,455,18,10,37,2021-07-03,8,,loja fisica,débito
8224,383,11,6,23,2022-05-26,8,,loja fisica,dinheiro
8225,128,15,9,46,2023-01-10,3,,loja fisica,pix
8226,278,2,3,26,2021-12-06,1,farmabr10,loja fisica,pix
8227,29,10,2,47,2018-10-08,2,farmabr10,loja web,débito
8228,239,19,7,12,2020-07-21,6,,loja web,débito
8229,76,17,4,35,2018-10-16,7,,loja fisica,dinheiro
8230,226,6,5,24,2022-09-28,3,,loja fisica,débito
8231,85,4,4,45,2020-06-05,3,,loja web,pix
8232,313,12,3,7,2020-02-18,8,,loja web,crédito
8233,241,8,2,48,2019-06-16,5,,loja fisica,pix
8234,453,16,6,10,2018-10-05,2,,loja web,dinheiro
8235,196,16,1,30,2020-03-23,10,,loja fisica,pix
8236,104,16,10,48,2018-08-09,7,,loja fisica,pix
8237,149,10,1,35,2022-03-13,3,,loja web,crédito
8238,53,17,10,18,2019-09-11,8,,loja fisica,crédito
8239,445,3,10,45,2021-06-24,3,,loja fisica,dinheiro
8240,329,15,4,40,2020-08-01,5,,loja web,débito
8241,86,16,1,42,2020-01-26,1,,loja web,débito
8242,8,7,4,30,2023-03-15,5,,loja fisica,débito
8243,73,10,6,49,2023-01-22,4,,loja fisica,crédito
8244,202,6,6,40,2022-10-24,8,,loja web,pix
8245,235,19,1,44,2021-02-10,5,,loja fisica,crédito
8246,215,19,5,17,2019-04-25,7,,loja fisica,pix
8247,217,19,1,9,2023-05-16,6,,loja web,dinheiro
8248,286,1,6,34,2022-12-16,9,,loja web,débito
8249,431,18,3,33,2021-08-25,10,,loja fisica,débito
8250,130,12,4,21,2021-10-23,8,,loja web,dinheiro
8251,392,5,2,35,2022-01-07,5,farmabr10,loja fisica,crédito
8252,147,9,3,4,2021-08-08,8,,loja fisica,dinheiro
8253,159,1,9,1,2021-06-01,6,,loja web,dinheiro
8254,59,20,7,40,2019-01-27,10,,loja web,débito
8255,409,19,10,39,2023-01-25,10,,loja web,dinheiro
8256,372,11,2,26,2023-08-28,7,,loja fisica,débito
8257,155,19,2,2,2021-06-15,3,,loja web,crédito
8258,293,3,10,44,2019-04-13,6,,loja web,dinheiro
8259,401,12,2,12,2022-03-21,3,,loja fisica,débito
8260,20,17,8,14,2021-08-05,6,farmabr5,loja web,crédito
8261,339,5,8,1,2018-11-19,7,,loja fisica,pix
8262,204,7,1,25,2021-09-20,9,,loja web,dinheiro
8263,66,20,7,27,2018-07-04,2,,loja fisica,pix
8264,498,20,9,29,2019-11-07,9,farmabr15,loja web,débito
8265,102,17,4,11,2019-01-20,2,,loja fisica,pix
8266,280,2,7,14,2023-02-01,2,,loja fisica,crédito
8267,19,10,7,24,2023-04-11,8,,loja web,dinheiro
8268,300,18,8,46,2020-12-18,3,,loja fisica,pix
8269,108,10,7,39,2022-09-23,8,,loja web,dinheiro
8270,387,15,3,11,2021-11-10,7,,loja fisica,crédito
8271,125,20,5,42,2022-12-17,3,farmabr15,loja fisica,crédito
8272,63,20,3,30,2023-06-18,2,,loja web,crédito
8273,311,14,5,1,2022-08-20,4,,loja fisica,pix
8274,471,10,6,7,2019-05-07,6,,loja fisica,pix
8275,282,11,7,2,2019-10-13,2,farmabr5,loja fisica,pix
8276,224,15,7,11,2021-08-08,4,,loja fisica,dinheiro
8277,198,14,9,45,2021-11-18,9,,loja fisica,débito
8278,322,20,1,11,2020-09-25,9,farmabr5,loja web,dinheiro
8279,260,8,1,26,2020-09-04,7,,loja fisica,pix
8280,156,6,4,22,2019-06-08,5,,loja fisica,pix
8281,436,2,10,13,2018-07-06,4,,loja fisica,débito
8282,317,5,3,2,2019-03-27,9,,loja web,débito
8283,108,16,9,29,2021-04-05,7,,loja web,débito
8284,446,5,9,29,2023-04-05,9,,loja web,crédito
8285,172,17,4,13,2019-07-08,1,,loja fisica,débito
8286,221,14,5,7,2020-02-14,1,,loja fisica,débito
8287,237,12,5,38,2019-01-04,2,,loja web,débito
8288,456,13,7,49,2021-12-10,1,,loja fisica,débito
8289,354,7,2,47,2018-05-03,7,,loja web,pix
8290,389,11,5,30,2023-01-27,8,,loja fisica,débito
8291,206,11,1,47,2020-11-17,6,,loja web,pix
8292,179,7,6,47,2022-11-22,1,,loja fisica,crédito
8293,288,8,3,9,2019-08-02,9,,loja web,débito
8294,38,13,1,31,2018-02-22,4,,loja web,dinheiro
8295,289,14,1,8,2019-11-25,7,,loja web,pix
8296,29,9,2,46,2021-05-10,10,,loja web,débito
8297,489,1,10,17,2020-04-18,6,,loja fisica,crédito
8298,430,19,6,22,2021-08-10,8,,loja fisica,crédito
8299,362,14,1,28,2020-01-12,9,,loja fisica,pix
8300,273,5,3,7,2022-12-30,4,,loja fisica,dinheiro
8301,411,20,3,49,2023-06-17,8,,loja web,dinheiro
8302,93,4,4,42,2023-06-20,9,,loja web,crédito
8303,243,12,1,3,2019-05-24,6,,loja fisica,pix
8304,439,17,5,33,2019-08-29,6,,loja web,pix
8305,303,16,8,47,2019-09-19,9,,loja fisica,pix
8306,227,19,3,38,2021-07-11,3,,loja web,crédito
8307,156,1,6,44,2021-10-17,6,,loja fisica,pix
8308,416,12,5,40,2020-05-31,4,,loja web,crédito
8309,460,18,2,23,2020-10-18,6,,loja fisica,dinheiro
8310,414,20,3,31,2018-06-14,1,,loja fisica,dinheiro
8311,184,16,2,41,2020-01-27,7,,loja web,débito
8312,364,16,9,32,2023-05-09,10,,loja web,débito
8313,410,10,1,38,2020-01-02,1,,loja fisica,pix
8314,278,15,1,20,2018-01-26,6,,loja fisica,dinheiro
8315,315,14,7,2,2020-04-25,5,,loja fisica,pix
8316,134,20,3,34,2019-11-26,2,,loja web,crédito
8317,377,16,7,13,2022-07-01,7,farmabr5,loja fisica,crédito
8318,195,15,2,11,2020-03-14,4,,loja fisica,crédito
8319,455,19,1,36,2020-12-16,4,,loja fisica,dinheiro
8320,93,7,6,30,2021-03-03,2,,loja web,débito
8321,348,5,9,41,2018-08-15,1,,loja web,débito
8322,247,6,5,32,2018-06-12,5,,loja fisica,dinheiro
8323,394,18,9,28,2020-02-19,5,,loja fisica,débito
8324,285,16,5,17,2020-05-25,4,,loja web,crédito
8325,177,2,9,36,2020-08-03,7,,loja web,débito
8326,166,11,7,44,2019-06-02,4,,loja fisica,dinheiro
8327,179,9,8,36,2020-01-26,1,,loja fisica,crédito
8328,9,13,5,8,2022-04-27,1,,loja fisica,dinheiro
8329,426,5,4,43,2021-05-20,9,,loja web,dinheiro
8330,362,4,5,41,2022-12-02,4,,loja fisica,dinheiro
8331,242,18,8,40,2022-06-07,3,,loja web,débito
8332,395,12,3,19,2020-05-14,1,,loja web,débito
8333,198,12,5,36,2019-12-23,5,,loja web,pix
8334,134,7,1,10,2019-07-21,5,,loja web,dinheiro
8335,305,16,9,13,2022-09-28,6,farmabr10,loja web,dinheiro
8336,354,20,3,45,2023-03-18,4,farmabr15,loja fisica,dinheiro
8337,423,14,9,11,2020-09-27,1,,loja fisica,crédito
8338,491,4,1,48,2021-07-29,2,,loja web,dinheiro
8339,322,4,5,49,2023-09-02,7,,loja web,débito
8340,332,3,9,43,2022-07-15,2,farmabr5,loja web,crédito
8341,126,11,3,5,2018-02-15,1,,loja web,dinheiro
8342,130,12,1,28,2023-08-10,2,,loja fisica,pix
8343,386,11,9,37,2023-09-10,3,,loja web,crédito
8344,496,4,2,35,2023-05-31,2,,loja fisica,pix
8345,438,19,1,14,2021-07-05,1,,loja web,crédito
8346,170,7,3,17,2019-08-22,7,,loja fisica,dinheiro
8347,329,2,7,40,2020-07-19,5,,loja web,débito
8348,112,2,4,26,2018-11-16,1,,loja fisica,pix
8349,21,2,1,13,2021-09-04,8,,loja web,débito
8350,324,3,2,1,2020-02-26,8,,loja fisica,débito
8351,455,2,1,39,2022-12-30,1,,loja fisica,crédito
8352,490,14,5,36,2021-06-19,8,,loja fisica,pix
8353,453,6,5,21,2021-11-24,5,,loja web,crédito
8354,74,3,8,46,2019-12-23,1,,loja fisica,débito
8355,222,1,8,29,2018-11-20,6,,loja fisica,débito
8356,327,15,9,21,2019-12-20,7,,loja web,pix
8357,24,4,2,40,2018-06-01,10,,loja fisica,débito
8358,433,11,4,43,2023-05-19,10,,loja fisica,débito
8359,43,16,2,11,2021-03-06,6,,loja web,débito
8360,132,17,1,5,2022-06-04,4,,loja web,pix
8361,4,1,3,15,2020-09-03,3,,loja fisica,crédito
8362,423,4,10,8,2018-10-01,7,,loja fisica,dinheiro
8363,287,6,7,1,2018-09-18,3,farmabr10,loja web,dinheiro
8364,360,4,2,22,2019-10-26,4,,loja fisica,pix
8365,186,2,6,21,2021-08-22,5,,loja web,débito
8366,71,4,4,37,2022-04-13,7,,loja fisica,débito
8367,493,13,8,10,2020-09-14,1,,loja web,dinheiro
8368,277,7,8,5,2020-08-16,1,,loja fisica,débito
8369,159,1,5,27,2023-07-02,9,,loja web,débito
8370,379,8,6,7,2020-04-22,6,,loja web,pix
8371,343,3,1,1,2018-06-18,3,,loja fisica,débito
8372,225,18,4,10,2023-01-17,8,,loja fisica,pix
8373,259,9,8,10,2019-10-13,3,,loja web,crédito
8374,148,5,5,35,2019-08-04,10,,loja fisica,dinheiro
8375,490,18,1,20,2023-01-28,4,,loja web,débito
8376,469,3,4,14,2018-12-23,7,,loja fisica,dinheiro
8377,473,16,3,2,2019-01-23,8,,loja web,pix
8378,131,12,4,12,2023-03-18,4,,loja web,dinheiro
8379,201,20,1,24,2019-06-09,9,,loja fisica,pix
8380,363,20,2,45,2019-06-15,5,,loja fisica,débito
8381,178,12,4,34,2019-08-30,6,,loja web,crédito
8382,33,18,4,41,2022-10-11,2,,loja web,dinheiro
8383,44,3,8,15,2018-05-23,5,,loja web,dinheiro
8384,251,19,8,17,2019-06-09,10,,loja fisica,crédito
8385,294,12,3,11,2021-07-11,1,,loja web,débito
8386,325,17,4,4,2022-10-22,2,,loja fisica,pix
8387,131,5,4,48,2022-01-16,9,,loja web,pix
8388,22,1,4,29,2018-08-27,4,,loja web,débito
8389,296,11,6,39,2021-09-04,1,,loja web,crédito
8390,160,19,3,41,2022-05-23,9,,loja fisica,pix
8391,120,11,5,40,2018-08-22,2,,loja web,crédito
8392,326,20,4,21,2019-11-18,1,,loja fisica,pix
8393,14,11,7,10,2018-09-21,8,farmabr10,loja fisica,crédito
8394,274,2,5,7,2022-02-07,7,,loja web,dinheiro
8395,427,11,2,28,2022-04-18,6,,loja web,débito
8396,443,5,9,10,2022-06-08,10,,loja web,débito
8397,228,19,2,12,2018-11-24,4,,loja fisica,débito
8398,153,11,10,45,2022-04-26,9,farmabr10,loja web,dinheiro
8399,263,12,6,22,2018-11-08,9,,loja fisica,dinheiro
8400,97,20,7,45,2021-06-16,3,,loja fisica,débito
8401,28,19,3,21,2021-10-08,4,farmabr5,loja web,dinheiro
8402,415,18,10,39,2020-12-08,2,farmabr10,loja fisica,débito
8403,329,9,10,18,2019-10-26,10,,loja fisica,dinheiro
8404,56,13,1,28,2018-06-03,1,,loja web,pix
8405,267,14,10,12,2018-04-07,5,,loja web,pix
8406,295,17,4,22,2019-08-19,9,,loja web,débito
8407,485,15,5,18,2021-01-15,5,farmabr10,loja fisica,pix
8408,157,9,6,13,2020-05-29,3,,loja fisica,débito
8409,440,20,5,26,2018-07-12,6,,loja web,débito
8410,92,14,7,22,2023-01-31,7,,loja fisica,dinheiro
8411,7,10,9,43,2018-01-26,1,,loja web,dinheiro
8412,218,19,7,27,2018-08-16,8,,loja web,crédito
8413,170,8,3,43,2019-06-14,3,,loja fisica,dinheiro
8414,487,4,10,43,2022-03-28,6,,loja fisica,débito
8415,111,10,4,37,2022-01-15,6,,loja fisica,dinheiro
8416,480,12,3,31,2019-02-24,7,,loja fisica,pix
8417,494,18,1,18,2022-06-22,2,,loja fisica,débito
8418,453,19,6,24,2020-04-03,6,,loja web,débito
8419,14,12,10,32,2020-01-29,1,,loja fisica,pix
8420,436,7,5,29,2023-01-25,3,,loja fisica,dinheiro
8421,494,10,3,12,2018-05-03,5,,loja fisica,débito
8422,470,9,2,4,2023-05-27,10,,loja fisica,pix
8423,347,9,1,44,2018-11-06,6,,loja web,dinheiro
8424,335,20,1,46,2023-01-24,10,,loja fisica,pix
8425,191,9,2,9,2022-10-28,5,,loja web,débito
8426,352,19,8,24,2021-10-24,9,,loja fisica,crédito
8427,198,12,4,3,2022-06-05,7,farmabr10,loja web,débito
8428,351,17,6,37,2018-07-07,6,,loja web,dinheiro
8429,270,18,4,4,2022-09-06,6,,loja web,dinheiro
8430,249,7,6,2,2022-01-08,9,,loja web,dinheiro
8431,58,16,1,45,2023-01-26,3,,loja fisica,dinheiro
8432,41,2,7,41,2022-08-07,5,,loja web,pix
8433,306,9,3,30,2020-03-22,5,,loja web,débito
8434,239,5,5,23,2021-11-07,10,,loja web,crédito
8435,194,18,1,39,2018-04-25,1,,loja web,pix
8436,232,7,6,29,2020-04-22,7,,loja fisica,débito
8437,130,3,2,27,2022-04-28,3,,loja fisica,dinheiro
8438,82,3,8,34,2018-10-28,2,,loja web,crédito
8439,264,1,7,14,2018-05-03,4,,loja fisica,dinheiro
8440,292,4,4,1,2019-07-04,7,,loja web,crédito
8441,333,9,6,11,2020-05-19,1,,loja web,pix
8442,257,15,1,15,2020-07-26,8,,loja web,débito
8443,27,7,8,21,2018-01-28,5,,loja web,débito
8444,349,18,6,42,2023-04-29,10,,loja fisica,dinheiro
8445,64,4,1,3,2019-12-23,5,,loja fisica,débito
8446,50,15,2,49,2020-01-05,1,,loja web,débito
8447,146,12,10,30,2022-01-29,8,,loja web,pix
8448,486,18,3,39,2018-12-06,10,farmabr5,loja fisica,crédito
8449,34,17,9,36,2020-11-05,10,,loja fisica,débito
8450,357,13,2,35,2020-12-14,7,,loja web,débito
8451,184,9,4,13,2018-05-25,3,,loja web,crédito
8452,114,2,10,19,2021-02-04,9,farmabr15,loja fisica,dinheiro
8453,280,3,6,27,2020-12-08,5,,loja fisica,débito
8454,36,5,4,6,2019-04-08,5,,loja fisica,pix
8455,328,8,10,36,2018-10-16,9,,loja web,crédito
8456,13,2,3,26,2018-05-13,2,,loja web,crédito
8457,54,20,1,27,2020-06-01,6,,loja fisica,pix
8458,386,10,9,6,2020-05-03,6,,loja web,dinheiro
8459,378,18,9,40,2023-02-01,10,,loja fisica,crédito
8460,169,2,5,32,2018-11-16,10,,loja web,débito
8461,341,15,3,13,2021-01-29,5,,loja web,crédito
8462,377,2,10,37,2020-08-29,10,,loja fisica,débito
8463,331,18,10,14,2018-07-12,4,,loja web,débito
8464,195,17,3,7,2021-04-11,6,,loja web,débito
8465,155,5,3,19,2018-05-28,9,,loja fisica,dinheiro
8466,454,13,10,38,2022-08-29,5,,loja web,pix
8467,52,11,4,38,2018-12-05,4,,loja fisica,pix
8468,371,11,3,34,2021-01-21,9,,loja web,pix
8469,89,6,3,43,2018-11-15,6,,loja fisica,dinheiro
8470,289,16,8,27,2018-03-24,7,farmabr5,loja web,débito
8471,293,18,3,49,2022-12-30,2,,loja fisica,dinheiro
8472,449,18,8,14,2022-12-28,4,farmabr10,loja web,pix
8473,299,13,10,35,2022-07-05,5,,loja fisica,dinheiro
8474,204,15,8,27,2020-12-17,6,farmabr5,loja fisica,pix
8475,302,12,7,38,2021-06-07,8,,loja web,crédito
8476,370,17,7,24,2018-06-30,4,,loja fisica,débito
8477,264,9,9,18,2021-08-22,1,,loja fisica,dinheiro
8478,293,16,9,29,2021-11-06,1,,loja web,dinheiro
8479,113,3,3,30,2022-11-28,9,,loja fisica,pix
8480,80,10,7,8,2023-07-22,3,,loja web,dinheiro
8481,316,13,1,19,2019-09-16,2,,loja fisica,débito
8482,376,3,5,9,2020-03-22,9,,loja fisica,pix
